"otu","num_isolates","domain","e-value","type"
"M00595:42:000000000-A5J1T:1:1111:12904:12361",2,"DBLa0.12",2.5e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1111:12934:11866",3,"DBLa0.1",4.2e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1111:12936:14777",23,"DBLa0.8",1.5e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1111:13488:24431",2,"DBLa0.8",1.1e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1111:13650:19219",10,"DBLa1.8",4e-55,"A"
"M00595:42:000000000-A5J1T:1:1111:13714:17080",2,"DBLa0.8",5e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1111:13810:9547",2,"DBLa1.4",2.6e-46,"A"
"M00595:42:000000000-A5J1T:1:1111:13820:9508",3,"DBLa0.8",8.8e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1111:13821:19160",2,"DBLa1.5",2.5e-46,"A"
"M00595:42:000000000-A5J1T:1:1111:13925:15734",2,"DBLa0.1",6e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1111:14003:16330",2,"DBLa0.11",1.4e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1111:14079:9727",3,"DBLa0.3",1.8e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1111:14226:16309",3,"DBLa0.6",1.1e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1111:14516:4858",2,"DBLa0.8",7.7e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1111:14587:16819",4,"DBLa0.23",1.4e-48,"B/C"
"M00595:42:000000000-A5J1T:1:1111:14607:1919",5,"DBLa0.22",7.3e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1111:14670:11129",3,"DBLa0.11",2.8e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:14670:19795",2,"DBLa0.21",7.3e-61,"B/C"
"M00595:42:000000000-A5J1T:1:1111:14789:7744",2,"DBLa0.1",2e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1111:14873:20559",3,"DBLa0.13",2.4e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:14940:20552",2,"DBLa0.11",9.2e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:15016:12261",5,"DBLa0.5",6.4e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:15048:12482",3,"DBLa0.3",3.9e-44,"B/C"
"M00595:42:000000000-A5J1T:1:1111:15058:19296",3,"DBLa0.9",4.9e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1111:15446:8519",2,"DBLa0.17",2.7e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1111:15504:4905",5,"DBLa0.9",5.6e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1111:15837:18394",5,"DBLa0.9",2e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:15844:6994",4,"DBLa0.1",7.3e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1111:15899:19189",2,"DBLa0.11",5.9e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:15908:3505",3,"DBLa0.1",2.8e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1111:16107:24076",2,"DBLa0.1",2.3e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1111:16118:20478",2,"DBLa0.8",3.5e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:16120:12476",2,"DBLa0.11",3.8e-62,"B/C"
"M00595:42:000000000-A5J1T:1:1111:16247:10341",2,"DBLa0.23",4.3e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1111:16338:8993",2,"DBLa0.9",4.5e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1111:16439:19065",31,"DBLa0.1",2.6e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1111:16498:16101",2,"DBLa0.10",9.5e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1111:16625:8578",2,"DBLa0.18",4.2e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1111:16717:19855",10,"DBLa0.1",1.9e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1111:16785:15190",2,"DBLa1.1",6.4e-51,"A"
"M00595:42:000000000-A5J1T:1:1111:16852:9687",2,"DBLa0.17",2.1e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:16956:15705",3,"DBLa0.21",2.1e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:16970:14631",2,"DBLa0.5",2.6e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1111:17113:8523",3,"DBLa0.9",6.1e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1111:17137:16021",3,"DBLa0.3",1.7e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1111:17186:24394",5,"DBLa1.8",3.7e-55,"A"
"M00595:42:000000000-A5J1T:1:1111:17330:20306",6,"DBLa2",5.9e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1111:17349:16892",2,"DBLa0.8",4.5e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1111:17466:2591",2,"DBLa1.8",6.7e-58,"A"
"M00595:42:000000000-A5J1T:1:1111:17508:19278",2,"DBLa0.19",1.9e-60,"B/C"
"M00595:42:000000000-A5J1T:1:1111:17537:1621",3,"DBLa0.18",4.8e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1111:17640:12677",3,"DBLa0.5",7.6e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:17759:1720",5,"DBLa1.8",7.6e-55,"A"
"M00595:42:000000000-A5J1T:1:1111:17906:5317",2,"DBLa0.1",8.7e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1111:18051:21048",4,"DBLa0.17",1e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1111:18159:17370",2,"DBLa0.9",1.6e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1111:18479:16121",2,"DBLa0.10",5.8e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1111:18665:20944",2,"DBLa0.8",8.4e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:18772:18914",4,"DBLa0.13",1.8e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1111:18810:18261",2,"DBLa0.11",1.3e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1111:18944:7468",3,"DBLa0.1",7.2e-60,"B/C"
"M00595:42:000000000-A5J1T:1:1111:18989:8092",12,"DBLa1.6",2.8e-50,"A"
"M00595:42:000000000-A5J1T:1:1111:19154:13037",3,"DBLa0.5",2.4e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1111:19158:15223",3,"DBLa2",1.5e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1111:19195:17720",7,"DBLa0.24",3.8e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1111:19233:13596",3,"DBLa0.12",6.2e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1111:19258:17091",3,"DBLa0.10",1.8e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:19467:12839",2,"DBLa0.1",4.9e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1111:19469:1713",2,"DBLa0.4",1.5e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:19517:11229",4,"DBLa0.11",2.4e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:19792:4560",16,"DBLa1.4",2.4e-54,"A"
"M00595:42:000000000-A5J1T:1:1111:19916:5712",6,"DBLa1.8",2.5e-58,"A"
"M00595:42:000000000-A5J1T:1:1111:20088:7628",4,"DBLa0.5",4.6e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:20129:10132",6,"DBLa0.1",1e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:20407:18167",4,"DBLa0.1",2.5e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1111:20442:21025",2,"DBLa0.19",1.1e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1111:20639:8586",3,"DBLa0.3",8.5e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1111:20703:23882",3,"DBLa0.8",3.4e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1111:20711:14853",2,"DBLa0.11",1.1e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1111:20961:9962",2,"DBLa0.9",3.4e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1111:20964:4307",9,"DBLa0.8",1.1e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1111:20989:7360",2,"DBLa0.1",7.8e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1111:21177:9592",9,"DBLa1.8",2.8e-55,"A"
"M00595:42:000000000-A5J1T:1:1111:21181:13134",2,"DBLa0.5",1.2e-62,"B/C"
"M00595:42:000000000-A5J1T:1:1111:21190:1527",2,"DBLa0.11",3.9e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1111:21245:16098",2,"DBLa0.4",7.5e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1111:21330:8595",2,"DBLa0.5",1.8e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:21480:23710",2,"DBLa0.8",5.6e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1111:21486:6570",6,"DBLa1.2",8.5e-53,"A"
"M00595:42:000000000-A5J1T:1:1111:21526:14140",2,"DBLa0.17",1.1e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1111:21696:19554",2,"DBLa0.18",1.3e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1111:21791:14039",7,"DBLa1.2",3.7e-47,"A"
"M00595:42:000000000-A5J1T:1:1111:21862:15103",4,"DBLa0.8",1.5e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1111:21886:13438",2,"DBLa0.5",3e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:22005:11444",3,"DBLa0.3",7.5e-44,"B/C"
"M00595:42:000000000-A5J1T:1:1111:22015:8491",3,"DBLa0.5",1.7e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:22036:15447",2,"DBLa0.12",1.4e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:22039:23427",6,"DBLa0.4",1.6e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1111:22250:12344",3,"DBLa1.8",1.1e-54,"A"
"M00595:42:000000000-A5J1T:1:1111:22555:12533",2,"DBLa0.8",7.6e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1111:22737:12106",2,"DBLa0.8",1.2e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1111:22823:12943",2,"DBLa0.23",3.3e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1111:23235:17656",2,"DBLa0.9",1.5e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1111:23294:5278",3,"DBLa2",2.4e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1111:23786:8675",2,"DBLa0.8",9.5e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1111:23837:12297",13,"DBLa1.8",5.6e-55,"A"
"M00595:42:000000000-A5J1T:1:1111:23852:5440",9,"DBLa0.6",1e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1111:23955:15179",2,"DBLa0.9",5e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1111:24100:6972",2,"DBLa0.1",4.6e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:24207:11257",2,"DBLa0.3",3e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:24294:12800",2,"DBLa0.10",3.8e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:24378:4200",2,"DBLa0.8",4.9e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:24439:12192",2,"DBLa0.23",1.8e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1111:24461:11657",2,"DBLa0.3",3.6e-48,"B/C"
"M00595:42:000000000-A5J1T:1:1111:24542:16908",3,"DBLa0.23",1e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1111:24665:11655",2,"DBLa0.8",1.9e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:24780:12825",7,"DBLa1.1",3.6e-54,"A"
"M00595:42:000000000-A5J1T:1:1111:24966:13734",2,"DBLa0.10",2.8e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1111:25310:10273",2,"DBLa1.2",2.1e-49,"A"
"M00595:42:000000000-A5J1T:1:1111:25492:5380",3,"DBLa1.2",1.1e-50,"A"
"M00595:42:000000000-A5J1T:1:1111:25534:7452",2,"DBLa0.22",8.2e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:25850:12327",2,"DBLa0.8",1.5e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1111:25852:9229",2,"DBLa0.19",2.9e-44,"B/C"
"M00595:42:000000000-A5J1T:1:1111:25901:15055",2,"DBLa0.8",1.7e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1111:25950:20768",7,"DBLa0.18",1e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1111:26269:12714",5,"DBLa0.9",1.9e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1111:26390:16026",2,"DBLa0.19",5e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:26502:12409",10,"DBLa1.8",2.2e-55,"A"
"M00595:42:000000000-A5J1T:1:1111:26576:15382",2,"DBLa0.1",2.6e-60,"B/C"
"M00595:42:000000000-A5J1T:1:1111:26789:8973",2,"DBLa0.3",5.8e-48,"B/C"
"M00595:42:000000000-A5J1T:1:1111:27138:11772",3,"DBLa0.8",4.4e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:27432:18417",4,"DBLa0.5",3.5e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1111:27567:14588",2,"DBLa0.1",2.1e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1111:2830:9904",2,"DBLa0.5",4.3e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1111:28341:10583",2,"DBLa0.12",1.8e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1111:3605:11408",2,"DBLa0.6",6.2e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1111:4062:7825",8,"DBLa0.6",2.1e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1111:4844:13213",2,"DBLa0.1",1.1e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:4932:11180",2,"DBLa0.18",2e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:5140:8284",4,"DBLa0.8",1.1e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:5373:16180",5,"DBLa0.18",1.2e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1111:5402:11301",6,"DBLa0.2",5.6e-48,"B/C"
"M00595:42:000000000-A5J1T:1:1111:5557:17790",2,"DBLa0.5",5.5e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:5583:13014",2,"DBLa0.4",3.7e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1111:5785:12549",2,"DBLa1.5",1.1e-53,"A"
"M00595:42:000000000-A5J1T:1:1111:6068:15703",2,"DBLa0.1",1.4e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1111:6317:9355",2,"DBLa0.8",5.4e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1111:6749:14868",104,"DBLa1.1",1e-57,"A"
"M00595:42:000000000-A5J1T:1:1111:6795:6796",2,"DBLa0.23",2.5e-46,"B/C"
"M00595:42:000000000-A5J1T:1:1111:7186:19127",2,"DBLa0.11",2.4e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1111:7347:9049",9,"DBLa0.3",1.6e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1111:7649:10932",2,"DBLa0.21",1.9e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1111:7651:18443",17,"DBLa0.5",5.4e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1111:7761:8121",3,"DBLa0.12",4.4e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1111:8198:4315",4,"DBLa0.1",2.8e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1111:8336:8790",4,"DBLa0.7",2.4e-44,"B/C"
"M00595:42:000000000-A5J1T:1:1111:8424:22901",2,"DBLa0.22",8.4e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1111:8518:22291",2,"DBLa0.3",2.1e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1111:8565:9368",2,"DBLa0.7",1.1e-42,"B/C"
"M00595:42:000000000-A5J1T:1:1111:8668:20731",4,"DBLa0.1",6.5e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1111:8692:5297",16,"DBLa0.6",4e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1111:9037:17217",2,"DBLa0.5",4.4e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1111:9147:15814",2,"DBLa0.21",1.9e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1111:9206:15952",4,"DBLa1.2",7e-51,"A"
"M00595:42:000000000-A5J1T:1:1111:9324:19487",2,"DBLa0.17",5.2e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1111:9596:14242",5,"DBLa0.4",7.9e-37,"B/C"
"M00595:42:000000000-A5J1T:1:1111:9615:6860",3,"DBLa0.19",2.5e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1111:9620:18075",3,"DBLa0.3",2.7e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1111:9717:6742",2,"DBLa0.6",6.9e-46,"B/C"
"M00595:42:000000000-A5J1T:1:1111:9750:4194",2,"DBLa0.21",6.8e-61,"B/C"
"M00595:42:000000000-A5J1T:1:1111:9796:18103",4,"DBLa2",6.7e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1111:9915:19166",2,"DBLa0.1",8.4e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1111:9949:6845",2,"DBLa0.8",1.5e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1112:10001:16362",4,"DBLa1.8",2.6e-57,"A"
"M00595:42:000000000-A5J1T:1:1112:10106:13547",9,"DBLa0.12",2.2e-46,"B/C"
"M00595:42:000000000-A5J1T:1:1112:10240:11773",4,"DBLa0.3",3.9e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1112:10333:5668",2,"DBLa0.1",2.6e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1112:10446:9596",3,"DBLa0.4",3.7e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1112:10463:11040",4,"DBLa0.1",4.9e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1112:10501:19198",3,"DBLa1.5",8.4e-54,"A"
"M00595:42:000000000-A5J1T:1:1112:10628:11493",2,"DBLa0.5",1.2e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1112:10628:9272",3,"DBLa0.4",4.8e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1112:10870:23465",2,"DBLa0.10",3.1e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1112:10924:11332",4,"DBLa0.8",1e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1112:10933:10988",2,"DBLa0.10",5.5e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1112:10959:22442",12,"DBLa0.11",4.1e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1112:11094:20322",2,"DBLa0.4",1.5e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1112:11120:22421",3,"DBLa0.1",6.2e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1112:11195:18116",2,"DBLa0.9",5.1e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1112:11351:15725",2,"DBLa0.7",5.1e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1112:11517:14567",2,"DBLa0.4",3.5e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1112:11676:15871",5,"DBLa0.18",1.2e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1112:11728:13104",3,"DBLa0.11",4.5e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1112:11768:6807",3,"DBLa0.9",9.2e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1112:11887:11267",2,"DBLa1.8",2.1e-54,"A"
"M00595:42:000000000-A5J1T:1:1112:11895:13265",3,"DBLa0.8",1.5e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1112:11908:21163",2,"DBLa0.23",1.7e-38,"B/C"
"M00595:42:000000000-A5J1T:1:1112:11955:22178",2,"DBLa0.8",1.8e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1112:12120:12427",4,"DBLa0.15",8.3e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1112:12202:16792",3,"DBLa0.9",6.2e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1112:12264:21301",2,"DBLa0.1",2.5e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1112:12282:13039",2,"DBLa0.1",2.8e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1112:12322:8810",2,"DBLa0.4",2.4e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1112:12330:18853",9,"DBLa0.12",7.4e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1112:12389:18027",4,"DBLa0.18",5.7e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1112:12424:2948",3,"DBLa0.4",1.8e-44,"B/C"
"M00595:42:000000000-A5J1T:1:1112:12443:19881",2,"DBLa0.9",1.5e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1112:12743:3829",2,"DBLa0.24",3.5e-46,"B/C"
"M00595:42:000000000-A5J1T:1:1112:12834:19107",2,"DBLa0.13",2.2e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1112:13029:16230",5,"DBLa0.9",4.1e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1112:13147:19949",6,"DBLa1.8",3.4e-55,"A"
"M00595:42:000000000-A5J1T:1:1112:13183:12652",3,"DBLa0.1",5.3e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1112:13231:12876",4,"DBLa0.11",2.9e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1112:13325:11933",2,"DBLa0.12",7.8e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1112:13471:20150",3,"DBLa0.11",3.1e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1112:13515:15849",3,"DBLa0.10",2.8e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1112:13955:22377",13,"DBLa0.23",6.3e-46,"B/C"
"M00595:42:000000000-A5J1T:1:1112:13960:9543",5,"DBLa0.5",3.2e-61,"B/C"
"M00595:42:000000000-A5J1T:1:1112:14093:18443",2,"DBLa0.24",1.4e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1112:14354:8978",5,"DBLa0.9",9.9e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1112:14471:12421",2,"DBLa0.9",1.2e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1112:14620:23377",3,"DBLa2",1.7e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1112:14623:3343",2,"DBLa0.6",6e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1112:14831:14129",3,"DBLa0.19",4.5e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1112:14901:19791",2,"DBLa0.6",3.8e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1112:15192:9566",3,"DBLa0.18",6.2e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1112:15277:20110",5,"DBLa0.8",3e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1112:15520:20859",5,"DBLa0.11",9.8e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1112:15695:13747",3,"DBLa0.1",5e-63,"B/C"
"M00595:42:000000000-A5J1T:1:1112:15786:13717",2,"DBLa0.8",2.9e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1112:15791:10812",3,"DBLa0.1",4.8e-60,"B/C"
"M00595:42:000000000-A5J1T:1:1112:15911:17427",3,"DBLa0.9",1.7e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1112:16043:21030",2,"DBLa1.8",6e-55,"A"
"M00595:42:000000000-A5J1T:1:1112:16162:12656",3,"DBLa0.8",7.3e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1112:16236:10036",3,"DBLa0.1",3.4e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1112:16367:21071",20,"DBLa1.4",7e-46,"A"
"M00595:42:000000000-A5J1T:1:1112:16371:8793",2,"DBLa0.4",4.5e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1112:16426:7834",2,"DBLa0.9",9.4e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1112:16641:22017",7,"DBLa0.3",5.4e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1112:16739:6263",3,"DBLa0.12",4.2e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1112:16864:15688",7,"DBLa2",3.7e-48,"B/C"
"M00595:42:000000000-A5J1T:1:1112:16981:20291",2,"DBLa0.1",7.4e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1112:17154:2791",27,"DBLa1.8",1.7e-54,"A"
"M00595:42:000000000-A5J1T:1:1112:17408:18200",2,"DBLa0.11",7.1e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1112:17445:9496",3,"DBLa1.8",2.1e-54,"A"
"M00595:42:000000000-A5J1T:1:1112:17467:16465",2,"DBLa0.15",2.2e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1112:17482:4134",2,"DBLa0.5",1.7e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1112:17708:3201",2,"DBLa0.11",5e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1112:17728:11277",2,"DBLa0.17",7.1e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1112:17753:9121",2,"DBLa0.11",1.3e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1112:17778:14999",2,"DBLa0.22",1.1e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1112:17830:6568",2,"DBLa0.11",7.3e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1112:17839:14714",2,"DBLa0.20",2.1e-46,"B/C"
"M00595:42:000000000-A5J1T:1:1112:17987:14913",2,"DBLa0.22",9.3e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1112:18276:17982",2,"DBLa0.24",5.3e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1112:18284:16517",2,"DBLa1.6",5.2e-53,"A"
"M00595:42:000000000-A5J1T:1:1112:18323:13398",2,"DBLa0.8",3.9e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1112:18570:9671",6,"DBLa0.3",1.3e-48,"B/C"
"M00595:42:000000000-A5J1T:1:1112:18653:8119",2,"DBLa0.8",3e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1112:18677:22807",5,"DBLa1.2",7.6e-53,"A"
"M00595:42:000000000-A5J1T:1:1112:18719:11396",3,"DBLa0.8",9.6e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1112:18766:18356",3,"DBLa0.8",2e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1112:18776:7248",4,"DBLa1.4",1.2e-43,"A"
"M00595:42:000000000-A5J1T:1:1112:18922:13657",2,"DBLa0.8",1.1e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1112:19178:6592",2,"DBLa0.8",3.3e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1112:19281:19793",2,"DBLa0.11",1.2e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1112:19305:13894",2,"DBLa0.4",7.7e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1112:19496:13374",3,"DBLa0.4",5.7e-48,"B/C"
"M00595:42:000000000-A5J1T:1:1112:19643:8159",5,"DBLa0.1",1.2e-60,"B/C"
"M00595:42:000000000-A5J1T:1:1112:19739:22891",2,"DBLa0.5",3e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1112:19777:6306",19,"DBLa0.1",2.7e-57,"B/C"
